Provincia;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general
MENDOZA;San Martí;El Rambló;50098077;;;;;;;;53 ;;;34 ;;;6 ;;;;;4 ;;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107 
MENDOZA;San Martí;Montecaseros;50098080;;;;;;;;47 ;;;30 ;;;5 ;;;;;3 ;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94 
MENDOZA;San Martí;Nueva California;50098090;;;;;;;;23 ;;;15 ;;;3 ;;;;;2 ;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47 
MENDOZA;San Martí;OTROS;Sin Datos;;;;;;;;47 ;;;30 ;;;4 ;;;;;4 ;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94 
MENDOZA;San Martí;Palmira;50098090;;;;;;;;9 ;;;6 ;;;1 ;;;;;1 ;28 ;;;;;;3 ;;;;;;;89 ;;;;;;;;;;;;;;;300 ;;;;;;;;;;;;;;97 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;534 
MENDOZA;San Martí;San Martí;50098100;18 ;;;;;;;441 ;;;279 ;;;49 ;;;;;31 ;148 ;;;;;;86 ;;;;;;;488 ;;;;;;;;;;;;;;;1.639 ;;;;;;;;;;;;;;528 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.707 
MENDOZA;San Martí;Tres Porteña;50098110;;;;;;;;104 ;;;66 ;;;12 ;;;;;7 ;1 ;;;;;;29 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219 
MENDOZA;San Rafael;25 de Mayo;50105220;;;;;;;;;;;;;;3 ;;;;;;79 ;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92 
MENDOZA;San Rafael;Capitán Montoy;50105050;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
MENDOZA;San Rafael;Cuadro Benegas;50105060;;;;;;;;;;;;;;;;8 ;152 ;;;262 ;;;;6 ;;2 ;;;;;;;20 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.506 ;;;;;;;;;;;;;;;;;;;;;;673 ;;;;;;;;;;;;;;;;;;;;;;;;;125 ;;;;;;;;9 ;;;;;;;;;;;;;2.763 
MENDOZA;San Rafael;El Nihuil;50105070;;;;;;;;;;;;;;;;;;;;88 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88 
MENDOZA;San Rafael;Goudge;50105100;;;;;;;;;;;;;;1 ;;;;;;175 ;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178 
MENDOZA;San Rafael;Jaime Prats;50105110;;;;;;;;;;;9 ;;;42 ;;;;;35 ;2 ;;;;;;5 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94 
MENDOZA;San Rafael;Las Malvinas;50105130;;;;;;;;;;;;;;;;;;;;53 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53 
MENDOZA;San Rafael;Monte Comá;50105150;;;;;;;;;;;176 ;;;1 ;;;75 ;;196 ;;;;;;;1 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450 
MENDOZA;San Rafael;Punta del Agua;50105170;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MENDOZA;San Rafael;Rama Caíd;50105180;;;;;;;;;;;;;;;;;136 ;;;273 ;;;;;;47 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;456 
MENDOZA;San Rafael;Real del Padre;50105190;;;;;;;;53 ;;84 ;80 ;;;182 ;;;3 ;;99 ;140 ;;;;;;26 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;668 
MENDOZA;San Rafael;Salto de Las Rosas;50105200;;;;;;;;;;;;;;;;;151 ;;;212 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363 
MENDOZA;San Rafael;San Rafael;50105210;6 ;;;2 ;;;86 ;5 ;;;;;;;;1.219 ;106 ;;;1.888 ;;;;1.057 ;;894 ;;;;;;;779 ;;;;80 ;;;;;;;;;;;33 ;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.158 
MENDOZA;San Rafael;Villa Atuel;50105230;;;;;;;;;;;2 ;;;6 ;;;1 ;;5 ;231 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;246 
MENDOZA;San Rafael;Villa Atuel Norte;50105240;;;;;;;;;;;;;;;;;102 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102 
MENDOZA;Santa Rosa;Barrio 12 de Octubre;50112010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
MENDOZA;Santa Rosa;La Dormida;50112040;15 ;;;;;;;143 ;;;91 ;;;16 ;;;;;10 ;1 ;;;;;;27 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;303 
MENDOZA;Santa Rosa;Las Catitas;50112050;;;;;;;;190 ;;;121 ;;;21 ;;;;;13 ;;;;;;;36 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381 
MENDOZA;Santa Rosa;Santa Rosa;50112060;18 ;;;;;;;68 ;;;43 ;;;8 ;;;;;5 ;;;;;;;13 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155 
MENDOZA;Tunuyá;Campo Los Andes;50119020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55 
MENDOZA;Tunuyá;Colonia Las Rosas;50119030;;;;;;;;;;;;;;;;;5 ;;;165 ;;;;;;28 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199 
MENDOZA;Tunuyá;Los Sauces;50119050;;;;;;;;;;;;;;;;;1 ;;;3 ;;;;;;18 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23 
MENDOZA;Tunuyá;Tunuyá;50119060;11 ;1 ;;;;;10 ;;;;;;;16 ;;157 ;404 ;;;;;;;151 ;;924 ;;;;;;;157 ;;;;40 ;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.879 
MENDOZA;Tunuyá;Vista Flores;50119070;30 ;;;;;;;;;;;;;;;;;;;35 ;;;;;;186 ;;;;;;;;;;;11 ;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264 
MENDOZA;Tupungato;Cordón del Plat;50126020;18 ;;;;;;;;;;;;;;;;;;227 ;;;;;;;99 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344 
MENDOZA;Tupungato;La Arboleda;50126040;;;;;;;;;;;;;;;;;45 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45 
MENDOZA;Tupungato;San Jos�;50126050;;;;;;;;;;;;;;;;;;;;15 ;;;;;;23 ;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51 
MENDOZA;Tupungato;Tupungato;50126060;5 ;;;1 ;;;2 ;;;;;;;15 ;;74 ;;;;;;;;164 ;;581 ;;;;;;;279 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.121 
MISIONES;25 de Mayo;25 de Mayo;54119060;538 ;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540 
MISIONES;25 de Mayo;Alba Posse;54119010;;;;;;;;;;;;;;;;;;;;;;;;;;36 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40 
MISIONES;25 de Mayo;Alicia Baja;54119025;;;;;;;;;;;;;;;;;;;;;;;;;;24 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24 
MISIONES;25 de Mayo;Colonia Alicia;54119020;20 ;;;;;;;;;;;;;;;;;;;;;;;;;32 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52 
MISIONES;25 de Mayo;Colonia Aurora;54119030;10 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;61 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72 
MISIONES;25 de Mayo;San Francisco de Así;54119040;40 ;;;;;;;;;;;;;;;;;;;;;;;;;37 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80 
MISIONES;25 de Mayo;Santa Rita;54119050;150 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;75 ;;;;;;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;231 
MISIONES;Apóstole;Apóstole;54007010;;;;1 ;;;;133 ;;;3.530 ;;;236 ;;;;;1 ;518 ;;;;;;884 ;;;;;;;93 ;;;;16 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.416 
MISIONES;Apóstole;Azara;54007020;;;;1 ;;;;124 ;;;24 ;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157 
MISIONES;Apóstole;San Jos�;54007060;;;;;;;;425 ;;;;;;3 ;;;;;;23 ;;;;;;101 ;;;;;;;26 ;;;;1 ;;;;;;3 ;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583 
MISIONES;Cainguá;Aristóbulo del Vall;54014010;;;;2 ;;;;466 ;;;364 ;;;;;;;;308 ;1 ;;;;;;57 ;;;;;;;;;;;;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.202 
MISIONES;Cainguá;Campo Grande;54014020;0 ;;;1 ;;;;;;;;;;;;;;;;1 ;;;;;;4 ;;;;;;;;;;;5 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14 
MISIONES;Cainguá;Dos de Mayo Núcleo ;54014030;18 ;;;;;;;;;;;;;260 ;;;1.019 ;;24 ;6 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.330 
MISIONES;Cainguá;Dos de Mayo Núcleo II;54014050;;;;;;;;;;;;;;;;;;;;;;;;;;81 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81 
MISIONES;Cainguá;OTROS;Sin Datos;;;;6 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 
MISIONES;Cainguá;Pueblo Illia;54014070;;;;;;;;;;;;;;;;;;;;;;;;;;38 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38 
MISIONES;Cainguá;Salto Encantado;54014080;;;;1 ;;;;4 ;;;12 ;;;;;;;;37 ;;;;;;;11 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65 
MISIONES;Candelaria;Barrio Del Lago;54021005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.218 ;;;;;;;;;;;;;;;;;;;;;;4.700 ;;;;;;;;;;;;;;;;;;;;;;;;;1.560 ;;;;;;;;24 ;;;;;;;;;;;;;14.502 
MISIONES;Candelaria;Bonpland;54021010;;;;;;;;;;;;;;;;;;;;4 ;;;;;;33 ;;;;;;;4 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42 
MISIONES;Candelaria;Candelaria;54021020;;;;2 ;;;;2 ;;;;;;40 ;;;;;;161 ;;;;;;530 ;;;;;;;44 ;;;;18 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;797 
MISIONES;Candelaria;Mártire;54021050;;;;;;;;;;;;;;8 ;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16 
MISIONES;Candelaria;Profundidad;54021060;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
MISIONES;Candelaria;Santa Ana;54021080;;;;;;;;1 ;;;;;;;;;;;;17 ;;;;;;135 ;;;;;;;29 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183 
MISIONES;Capital;Garup�;54028010;56 ;;;;;;;20 ;;;;;;70 ;;;;;;822 ;;;;7 ;;1.154 ;;;;;;;99 ;;;;49 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.091 ;;;;;;;;;;;;;;;;3.848 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.216 
MISIONES;Capital;Nemesio Parma;54028020;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MISIONES;Capital;Posadas;54028030;3 ;;;6 ;2 ;;;212 ;;;5 ;;;587 ;;4 ;;;5 ;1.760 ;;;;22 ;;2.366 ;;;;;;;604 ;;;;982 ;;;;;;;;;;;165 ;;;;;;;;;;;;;;17.127 ;;;;;;;;;;;;;;;;;;;;;;30.924 ;;;474 ;;;;;;;;;;;;;188 ;;;;;;132 ;;;22.600 ;;;;;;;;2.277 ;;;;;;;;;;;56 ;;80.501 
MISIONES;Concepció;Concepción de la Sierr;54035020;;;;1 ;;;;118 ;;;483 ;;;11 ;;;;;;1 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;616 
MISIONES;Concepció;La Corita;54035030;;;;;;;;;;;12 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12 
MISIONES;Eldorado;Colonia Victoria;54042010;;;;;;;;;;;;;;;;;;;;1 ;;;;;;4 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 
MISIONES;Eldorado;Eldorado;54042020;5 ;;;1 ;;;;175 ;;;;;;626 ;;;;;;1.338 ;;;;;;3.391 ;;;;;;;218 ;;;;1.645 ;;;;;;;;;;;18 ;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.418 
MISIONES;Eldorado;Puerto Mado;54042060;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MISIONES;Eldorado;Santiago De Liniers;54042080;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MISIONES;General Manuel Belgrano;Bernardo de Irigoyen;54049020;370 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371 
MISIONES;General Manuel Belgrano;Dos Hermanas;54049030;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 
MISIONES;Guaran�;El Soberbio;54056010;520 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;532 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.053 
MISIONES;Guaran�;Fracrá;54056020;;;;;;;;;;;;;;;;;;;;;;;;;;131 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131 
MISIONES;Guaran�;San Vicente;54056030;20 ;;;;;;;;;;;;;;;;;;;;;;;;;1.036 ;;;;;;;;;;;;;;;;;;;;;;1.228 ;;;;;;;;;;;;;;1.037 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.321 
MISIONES;Iguaz�;Esperanza;54063010;;;;;;;;1.003 ;;;950 ;;;21 ;;;100 ;;40 ;206 ;;;;;;424 ;;;;;;;37 ;;;;22 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.807 
MISIONES;Iguaz�;Libertad;54063020;;;;;;;;3 ;;;;;;9 ;;;;;;29 ;;;;;;236 ;;;;;;;58 ;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;337 
MISIONES;Iguaz�;Puerto Iguaz�;54063030;;;;3 ;;;;22 ;;;;;;134 ;;;;;;499 ;;;;;;505 ;;;;;;;42 ;;;;2.497 ;;;;;;;;;;;1.125 ;;;;;;;;71 ;;;;;;100 ;;;;;;;19 ;;;;;;;;;;;;;;;867 ;;;;;;;;;;;;;;;;;;;;;;;;;2.135 ;;;;;;;;169 ;;;;;;;;;;;1 ;;8.189 
