Provincia;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general
MENDOZA;Las Heras;El Challao;50049040;;;;;;;;;;;;;;;;;;;;117 ;;;;;;25 ;;;;;;;3 ;;;;41 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186 
MENDOZA;Las Heras;El Plumerillo;50049040;;;;;;;;;;;;;;;;;;;;23 ;;;;;;5 ;;;;;;;1 ;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38 
MENDOZA;Las Heras;El Resguardo;50049040;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MENDOZA;Las Heras;El Zapallar;50049040;;;;;;;;;;;;;;;;;;;;51 ;;;;;;13 ;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79 
MENDOZA;Las Heras;Las Heras;50049050;758 ;;;3 ;;;41 ;8 ;;;;;;7 ;;570 ;;;;336 ;;;;397 ;;64 ;;;;;;;200 ;;;;62 ;;;;;;;;;;;13.232 ;;;;;;;;;;;;;;42 ;;;;;;;;;;;;;;;;;;;;;;74 ;;;;;;;;;;;;;;;;;;;;;;;;;10 ;;;;;;;;1 ;;;;;;;;;;;;;15.805 
MENDOZA;Las Heras;Panquehua;50049040;;;;;;;;;;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 
MENDOZA;Las Heras;Papagayos;50049040;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
MENDOZA;Las Heras;Puente del Inca;50049090;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
MENDOZA;Las Heras;Uspallata;50049110;;;;;;;13 ;;;;;;;;;269 ;;;;;;;;203 ;;3 ;;;;;;;95 ;;;;;;;;;;;;;;;566 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.149 
MENDOZA;Lavalle;3 de Mayo;50056150;;;;;;;;;;;;;;;;;;;;17 ;;;;;;3 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21 
MENDOZA;Lavalle;Barrio Los Olivos;50056070;;;;;;;;;;;;;;;;7 ;;;;;;;;54 ;;;;;;;;;168 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;229 
MENDOZA;Lavalle;Costa de Araujo;50056080;;;;;;;;62 ;;;40 ;;;7 ;;;;;4 ;14 ;;;;;;27 ;;;;;;;1 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156 
MENDOZA;Lavalle;El Vergel;50056100;;;;;;;;;;;;;;;;;;;;17 ;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22 
MENDOZA;Lavalle;Ingeniero Gustavo Andr�;50056110;;;;;;;;;;;;;;;;;;;;18 ;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26 
MENDOZA;Lavalle;Jocol�;50056120;;;;;;;;;;;;;;;;;;;;20 ;;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27 
MENDOZA;Lavalle;Jocolí Viej;50056130;;;;;;;;;;;;;;;;;;;;15 ;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25 
MENDOZA;Lavalle;Villa Tulumaya;50056160;3 ;;;;;;;;;;;;;290 ;;;;;;68 ;;;;;;17 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;378 
MENDOZA;Luján de Cuy;Agrelo;50063010;628 ;;;;;;;;;;;;;;;;;;;1 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630 
MENDOZA;Luján de Cuy;Barrio Perdriel IV;50063020;92 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92 
MENDOZA;Luján de Cuy;Cacheuta;50063030;31 ;;;;;;;;;;;;;;;3 ;;;;;;;;4 ;;;;;;;;;11 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 
MENDOZA;Luján de Cuy;Carrodilla;50063060;175 ;;;;;;;;;;;;;;;;;;;315 ;;;;;;64 ;;;1 ;;;;11 ;;;;50 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;617 
MENDOZA;Luján de Cuy;Chacras De Coria;50063060;222 ;;;;;;;;;;;;;;;;;;;496 ;;;;;;85 ;;;;;;;9 ;;;;72 ;;;;;;;;;;;;;;;;;;;;;;;;;30 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;914 
MENDOZA;Luján de Cuy;Costa Flores;50063040;142 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142 
MENDOZA;Luján de Cuy;El Carrizal;50063050;30 ;;;;;;;6 ;;;4 ;;;1 ;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42 
MENDOZA;Luján de Cuy;El Salto;50063060;19 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19 
MENDOZA;Luján de Cuy;La Puntilla;50063060;;;;;;;;;;;;;;;;;;;;81 ;;;;;;7 ;;;1 ;;;;3 ;;;;14 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108 
MENDOZA;Luján de Cuy;Las Compuertas;50063070;42 ;;;;;;5 ;;;;;;;;;329 ;;;;;;;;439 ;;;;;;;;;276 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.091 
MENDOZA;Luján de Cuy;Las Vegas;50063080;18 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18 
MENDOZA;Luján de Cuy;Luján de Cuy;50063090;6.128 ;;;7 ;;;80 ;4 ;;;;;;4 ;;963 ;;;;175 ;;;;717 ;;41 ;;;8 ;;;;703 ;;;;57 ;;;;;;2 ;;;;;6 ;;;;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;8.909 
MENDOZA;Luján de Cuy;Mayor Drummond;50063060;184 ;;;;;;;;;;;;;;;;;;;179 ;;;;;;36 ;;;1 ;;;;7 ;;;;25 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;435 
MENDOZA;Luján de Cuy;Perdriel;50063100;202 ;;;;;;2 ;;;;;;;;;9 ;;;;3 ;;;;7 ;;;;;;;;;42 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;266 
MENDOZA;Luján de Cuy;Potrerillos;50063110;32 ;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38 
MENDOZA;Luján de Cuy;Ugarteche;50063120;167 ;;;;;;;;;;;;;65 ;;;;;;12 ;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248 
MENDOZA;Luján de Cuy;Vistalba;50063060;240 ;;;;;;;;;;;;;;;;;;;24 ;;;;;;6 ;;;;;;;1 ;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;276 
MENDOZA;Maip�;Barrancas;50070010;31 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31 
MENDOZA;Maip�;Barrio Jesús de Nazare;50070020;33 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33 
MENDOZA;Maip�;Coquimbito;50070090;;;;;;;;;;;;;;;;;;;;5 ;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 
MENDOZA;Maip�;Cruz de Piedra;50070030;71 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71 
MENDOZA;Maip�;El Pedregal;50070040;31 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31 
MENDOZA;Maip�;Fray Luis Beltrá;50070050;60 ;;;;;;;3 ;;;2 ;;;;;50 ;;;;1 ;;;;94 ;;1 ;;;1 ;;;;189 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;401 
MENDOZA;Maip�;General Gutierrez;50070040;;;;;;;;;;;;;;;;;;;;38 ;;;;;;5 ;;;;;;;1 ;;;;13 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57 
MENDOZA;Maip�;Luzuriaga;50070090;;;;;;;;;;;;;;;;;;;;177 ;;;;;;31 ;;;;;;;8 ;;;;63 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;287 
MENDOZA;Maip�;Maip�;50070060;1.637 ;;;3 ;;;25 ;4 ;;;1 ;;;4 ;;468 ;;;;91 ;;;;257 ;;12 ;;;8 ;;;;182 ;;;;174 ;;;;;;;;;;;4.015 ;;;;;;;;;;;;;;113 ;;;;;;;;;;;;;;;;;;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;7.005 
MENDOZA;Maip�;Rodeo del Medio;50070070;157 ;;;;8 ;;2 ;21 ;;;63 ;;;76 ;;30 ;10 ;;6 ;6 ;;;;55 ;;2 ;;;;;;;262 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;698 
MENDOZA;Maip�;Russell;50070080;32 ;;;2 ;;;6 ;;;;;;;;;179 ;;;;3 ;;;;546 ;;;;;;;;;349 ;;;;;;;;;;;;;;;3.468 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.585 
MENDOZA;Maip�;San Roque;50070090;67 ;;;;;;11 ;9 ;;;6 ;;;19 ;;148 ;;;1 ;1 ;;;;125 ;;2 ;;;;;;;106 ;;;;;;;;;;;;;;;3.122 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.617 
MENDOZA;Maip�;Villa Teresa;50070100;38 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38 
MENDOZA;Malargü;Las Leña;50077030;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
MENDOZA;Malargü;Malargü;50077040;5 ;;;3 ;;;;;;;;;;14 ;;;;;;22 ;;;;;;1.560 ;;;;;;;1 ;;;;37 ;;;;;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.651 
MENDOZA;OTROS;OTROS;Sin Datos;;;;;;;;3 ;;;;;;3 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 
MENDOZA;Rivadavia;Andrade;50084010;;;;;;;;;;;10 ;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13 
MENDOZA;Rivadavia;Barrio Cooperativa Los Campamentos;50084020;;;;;;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 
MENDOZA;Rivadavia;Barrio Rivadavia;50084030;;;;;;;;;;;39 ;;;;;;23 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63 
MENDOZA;Rivadavia;El Mirador;50084040;;;;;;;;10 ;;;49 ;;;1 ;;;4 ;;1 ;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68 
MENDOZA;Rivadavia;La Central;50084050;;;;;;;;;;;80 ;;;1 ;;;17 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98 
MENDOZA;Rivadavia;La Esperanza;50084060;;;;;;;;;;;31 ;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33 
MENDOZA;Rivadavia;La Florida;50084070;;;;;;;;;;;64 ;;;;;;31 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95 
MENDOZA;Rivadavia;La Libertad;50084080;;;;;;;;;;;51 ;;;;;;8 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60 
MENDOZA;Rivadavia;Los Árbole;50084090;;;;;;;;1 ;;;6 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 
MENDOZA;Rivadavia;Los Campamentos;50084100;;;;;;;;;;;59 ;;;;;;22 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81 
MENDOZA;Rivadavia;Medrano;50084110;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
MENDOZA;Rivadavia;Mundo Nuevo;50084120;;;;;;;;;;;12 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13 
MENDOZA;Rivadavia;Reducción de Abaj;50084130;;;;;;;;;;;45 ;;;;;;16 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61 
MENDOZA;Rivadavia;Rivadavia;50084140;9 ;;;1 ;;;12 ;25 ;;;751 ;;;3 ;;398 ;333 ;;2 ;1.011 ;;;;333 ;;1.522 ;;;;;;;192 ;;;;12 ;;;;;;;;;;;24 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.628 
MENDOZA;Rivadavia;Santa María de Or;50084150;;;;;;;;;;;35 ;;;;;;5 ;;;1 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42 
MENDOZA;San Carlos;Barrio El Cepillo;50091010;;;;;;;;;;;;;;;;;;;;32 ;;;;;;7 ;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47 
MENDOZA;San Carlos;Chilecito;50091020;;;;;;;;;;;;;;;;;;;;71 ;;;;;;54 ;;;;;;;27 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152 
MENDOZA;San Carlos;Eugenio Bustos;50091030;;;;;;;;;;;;;;62 ;;2 ;;;;476 ;;;;3 ;;58 ;;;;;;;60 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;661 
MENDOZA;San Carlos;La Consulta;50091040;;;;1 ;;;;;;;;;;8 ;;26 ;;;;57 ;;;;42 ;;;;;;;;;140 ;;;;528 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;802 
MENDOZA;San Carlos;Pareditas;50091050;;;;;;;;;;;;;;;;;;;;74 ;;;;;;31 ;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120 
MENDOZA;San Carlos;San Carlos;50091060;;;;;;;;;;;;;;72 ;;;;;;215 ;;;;;;35 ;;;;;;;88 ;;;;166 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576 
MENDOZA;San Martí;Alto Salvador;50098090;;;;;;;;9 ;;;6 ;;;1 ;;;;;1 ;2 ;;;;;;2 ;;;;;;;6 ;;;;;;;;;;;;;;;20 ;;;;;;;;;;;;;;6 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53 
MENDOZA;San Martí;Alto Verde;50098020;;;;;;;;44 ;;;28 ;;;5 ;;;;;3 ;3 ;;;;;;8 ;;;;;;;11 ;;;;;;;;;;;;;;;37 ;;;;;;;;;;;;;;12 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151 
MENDOZA;San Martí;Chapanay;50098060;;;;;;;;16 ;;;10 ;;;2 ;;;;;1 ;;;;;;;3 ;;;;;;;1 ;;;;;;;;;;;;;;;5 ;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39 
MENDOZA;San Martí;El Espino;50098073;;;;;;;;29 ;;;19 ;;;3 ;;;;;2 ;;;;;;;6 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59 
